1.747381462099145298e-04,2.090429648134282015e-04,2.434455913694725810e-04,2.779329495499138444e-04,3.124904028604314410e-04,3.471026733252192140e-04,3.817542732493715797e-04,4.164306772785163332e-04,4.511175034126878487e-04,4.858000049306175909e-04,5.204624220657682590e-04,5.550892080601664644e-04,5.896660982975965998e-04,6.241799688701246338e-04,6.586166356100366060e-04,6.929622134105774961e-04,7.272041717421845594e-04,7.613309922106565762e-04,7.953329422907438537e-04,8.292005975641213297e-04,8.629242085096379888e-04,8.964935001451091899e-04,9.298980186545548633e-04,9.631274942053090916e-04,9.961706414415752008e-04,1.029014970957608556e-03,1.061646588500483662e-03,1.094050759735586565e-03,1.126213361316817218e-03,1.158119882540311653e-03,1.189756699520183678e-03,1.221110319951492678e-03,1.252120720815347961e-03,1.282762650657510517e-03,1.313077376834203549e-03,1.343063469613042273e-03,1.372705502685336388e-03,1.402003090136412630e-03,1.431013043540649678e-03,1.459676044972137154e-03,1.488092574433904844e-03,1.516117989957114533e-03,1.543740158178601336e-03,1.570950935056359375e-03,1.597729921498907118e-03,1.624026123834630252e-03,1.649793426874229633e-03,1.675096864692813712e-03,1.699923108382918845e-03,1.724263329168564552e-03,1.748106157891112867e-03,1.771444276173154064e-03,1.794269192348210739e-03,1.816572529888107806e-03,1.838344151490207750e-03,1.859573171668767958e-03,1.880252159933820753e-03,1.900371187764842611e-03,1.919919600043188930e-03,1.938885260895230550e-03,1.957253801741440976e-03,1.975019187615700486e-03,1.992168557549639160e-03,2.008694563203525154e-03,2.024590664761768792e-03,2.039852844660049788e-03,2.054475117904103632e-03,2.068463919820746032e-03,2.081819947966202441e-03,2.094536571062566299e-03,2.106613848815967402e-03,2.118018243154010972e-03,2.128720620534421768e-03,2.138705563225550259e-03,2.147938461944910119e-03,2.156378310608946143e-03,2.164004542908833529e-03,2.170804061056969079e-03,2.176809107798760405e-03,2.182098139928296751e-03
8.791352846395552711e-04,1.053335769550030766e-03,1.227388636770610462e-03,1.401239077175660480e-03,1.574814931494955507e-03,1.748047558229930565e-03,1.920870554312844843e-03,2.093213012118030989e-03,2.265003755545037800e-03,2.436177178815820098e-03,2.606672201115923810e-03,2.776428764263223076e-03,2.945386622190677376e-03,3.113487453243194564e-03,3.280685029620757000e-03,3.446933581507758294e-03,3.612180242133018054e-03,3.776369103634282919e-03,3.939444243787624915e-03,4.101341108370909136e-03,4.261988002499251214e-03,4.421314726251130388e-03,4.579248874866845807e-03,4.735713161492180641e-03,4.890627954730514954e-03,5.043908598438465174e-03,5.195489641070043588e-03,5.345312647845799209e-03,5.493320279490462345e-03,5.639451137331667058e-03,5.783634464279719008e-03,5.925846130382384815e-03,6.066097828796824035e-03,6.203998364499778082e-03,6.339684513074779655e-03,6.473268107948364561e-03,6.604634974901151846e-03,6.733729597066630441e-03,6.860484560522794872e-03,6.984805454488349045e-03,7.106590673226891204e-03,7.225729431100885204e-03,7.342091233811226698e-03,7.455547666484454300e-03,7.565983805463707967e-03,7.673307311265476806e-03,7.777468140257731699e-03,7.878456058359040518e-03,7.976314942146232531e-03,8.071141843846366473e-03,8.163097937099754800e-03,8.252418107720288498e-03,8.339405179226867110e-03,8.424425028782427105e-03,8.507884745001028162e-03,8.590202590014439990e-03,8.671798552582569639e-03,8.753073709606484787e-03,8.834417436791336398e-03,8.916187662418768173e-03,8.998713785956383507e-03,9.082370057923701626e-03,9.167638730397298721e-03,9.255240426716227972e-03,9.346218886957880292e-03,9.441913827935478551e-03,9.543795197177849451e-03,9.653273762030650795e-03,9.772109874801435461e-03,9.902165489252648042e-03,1.004410783071802218e-02,1.019873148266442313e-02,1.036675386725158937e-02,1.054738182190256487e-02,1.073933692541448152e-02,1.094129417380984050e-02,1.115203941304333292e-02,1.137111433098959325e-02,1.159745282237697149e-02,1.182951850217969607e-02
1.672515728045511968e-03,2.025298800236747555e-03,2.376625732863152807e-03,2.726435290640839663e-03,3.074562311498490932e-03,3.420872730322929451e-03,3.765252415891583507e-03,4.107567561951161288e-03,4.447685120849949672e-03,4.785489593500847835e-03,5.120860950437273670e-03,5.453665363018458945e-03,5.783739185421471994e-03,6.110908762201328927e-03,6.435044434869665458e-03,6.756001985228970649e-03,7.073588064072921025e-03,7.387608993497799155e-03,7.697903613056294829e-03,8.004297569242707286e-03,8.306621921425087415e-03,8.604765965415126644e-03,8.898654313425161458e-03,9.188269073480975421e-03,9.473670059889981870e-03,9.754979965095349551e-03,1.003243388285633697e-02,1.030638534876729233e-02,1.057727353913650095e-02,1.084559000017106672e-02,1.111186104068671854e-02,1.137694814300748737e-02,1.164193430837439681e-02,1.190563386760035321e-02,1.216992496337136742e-02,1.243657162968103171e-02,1.270609793673205777e-02,1.297940709988599887e-02,1.325738045817864523e-02,1.354065317155456021e-02,1.382987109906137248e-02,1.412648309786711590e-02,1.443160965735936288e-02,1.474534271742676539e-02,1.506935119937396692e-02,1.540509328977618907e-02,1.575285951035790971e-02,1.611426011085024743e-02,1.648870013448097346e-02,1.687675342405247497e-02,1.728037571438257106e-02,1.769653718728066497e-02,1.812455097196808210e-02,1.856726486173633853e-02,1.902097750355145542e-02,1.948226504735547579e-02,1.995412946529638576e-02,2.043481176797045176e-02,2.091983840336724895e-02,2.140679347765984605e-02,2.189417585490187335e-02,2.238411177691202250e-02,2.287504549043414825e-02,2.335980160248275414e-02,2.383462895433876433e-02,2.429596244605840630e-02,2.473835308735537405e-02,2.515900391215472945e-02,2.555873802851283891e-02,2.593466307830412029e-02,2.628127700139332862e-02,2.659072547230594691e-02,2.686356479521639223e-02,2.709656562727692786e-02,2.728801946535000175e-02,2.744415805277390305e-02,2.756328255713414582e-02,2.764839346167068806e-02,2.769662027377161120e-02,2.770686130335302255e-02
2.542446299550700072e-03,3.135214420865036281e-03,3.723281743560183637e-03,4.306768793230036224e-03,4.885511529870468182e-03,5.459502630753936686e-03,6.028886566863590583e-03,6.593801022843071881e-03,7.154447749250217835e-03,7.711207707893198357e-03,8.264580493988326476e-03,8.815116589743253808e-03,9.363452474204697618e-03,9.910463510605592094e-03,1.045735162409556183e-02,1.100543972225189598e-02,1.155605006972899168e-02,1.211066140536446421e-02,1.267093362378613267e-02,1.323851086618313064e-02,1.381504538231295709e-02,1.440211278256540127e-02,1.500103228736236749e-02,1.561400979666102695e-02,1.624344713294204393e-02,1.688957275484811310e-02,1.755453632259617106e-02,1.824064469456827819e-02,1.894764241382158876e-02,1.967708904717065457e-02,2.042632977978590600e-02,2.119479709445083390e-02,2.198624228650366066e-02,2.278888676718076114e-02,2.360151653656628740e-02,2.443252871077230409e-02,2.528017538485698851e-02,2.613404187835068060e-02,2.699668389343683889e-02,2.787658859272333992e-02,2.876764564101362207e-02,2.966175762597537610e-02,3.055670766306474093e-02,3.145355056264542010e-02,3.234812361228877470e-02,3.323439827159393317e-02,3.410834402793836567e-02,3.495750835284526514e-02,3.577182471827963089e-02,3.655739655784682324e-02,3.731048144153385759e-02,3.801906264705806615e-02,3.869113154873352056e-02,3.932510478238725876e-02,3.990255260758193007e-02,4.042728153033362665e-02,4.090214342940014236e-02,4.131280494330792641e-02,4.166352957982398519e-02,4.196098292110552602e-02,4.219124862942021104e-02,4.234518542118686363e-02,4.243329284881031810e-02,4.245227238508583745e-02,4.239981196289119986e-02,4.229360162811621193e-02,4.213973371707403770e-02,4.191404962985473964e-02,4.161451731591544329e-02,4.127880917919170278e-02,4.089852741280508575e-02,4.045224588220400208e-02,3.993581580212470644e-02,3.937465299971118493e-02,3.879596068821775795e-02,3.813529083173769485e-02,3.738500584747061345e-02,3.654926829500393382e-02,3.563614319669231728e-02,3.465382934676237980e-02
3.580639392266167075e-03,4.533123373812212968e-03,5.488454307465568879e-03,6.449570916935585575e-03,7.418942975340785985e-03,8.399374628033627957e-03,9.393853743674072596e-03,1.040526707525632824e-02,1.143637512247920075e-02,1.248957270847329826e-02,1.356656531352189686e-02,1.467062620377429689e-02,1.580519876803107224e-02,1.696993245560072042e-02,1.816786882203633852e-02,1.940147647409260281e-02,2.067006317853690989e-02,2.197269341398224232e-02,2.330518118157465235e-02,2.467087725640269152e-02,2.606508354273721212e-02,2.747788940703423805e-02,2.891589150254263163e-02,3.038060858317823479e-02,3.185793603869252477e-02,3.334634120604060281e-02,3.485701980984257098e-02,3.638383049691704813e-02,3.791459126904816318e-02,3.944322811020607722e-02,4.096937840890926136e-02,4.248654630406437788e-02,4.398481525222378008e-02,4.544683244532419369e-02,4.686394165809265600e-02,4.822424776647128014e-02,4.954044716200625698e-02,5.080418483487106340e-02,5.199384511619732641e-02,5.312355435520913632e-02,5.419629163418052120e-02,5.518055598649714011e-02,5.608271816035485108e-02,5.691338959071053777e-02,5.765652372711375234e-02,5.831000276822171507e-02,5.886913555127668701e-02,5.931312014106095154e-02,5.965242486887185891e-02,5.989693839599545544e-02,6.001955592433984993e-02,6.002044195914637420e-02,5.992620776796033638e-02,5.975041243172146688e-02,5.944030777769954144e-02,5.901811384728256754e-02,5.851421330729274228e-02,5.793953459093835467e-02,5.725991914000579108e-02,5.650461823779375642e-02,5.564571624462960608e-02,5.468880301954628931e-02,5.368108863839771844e-02,5.262834428424605776e-02,5.147029601450292535e-02,5.019552428425513857e-02,4.881736795615783386e-02,4.730430026382518444e-02,4.568669043567295113e-02,4.398126256266698259e-02,4.216129857298565181e-02,4.022012571663559355e-02,3.815883132720296333e-02,3.598868312147960463e-02,3.375283058398821645e-02,3.146452582603249254e-02,2.911236367481954967e-02,2.665877010885078433e-02,2.405432776243016102e-02,2.138509692392154965e-02
6.287905995747172967e-03,8.034971810887508309e-03,9.824823323869613309e-03,1.166267233276839337e-02,1.355046830941211526e-02,1.548879524058585817e-02,1.748162206736665614e-02,1.952886495071981185e-02,2.162832630625607586e-02,2.377647986659174942e-02,2.597429998304495724e-02,2.821268814480221501e-02,3.048495508325296116e-02,3.279723932699906558e-02,3.513739863849835859e-02,3.749726375795063571e-02,3.988565845506713420e-02,4.230113230793933893e-02,4.472434470145261742e-02,4.714673039139884864e-02,4.956314285434561956e-02,5.195883878190307725e-02,5.432753811162790297e-02,5.665177007435065470e-02,5.890380329990564656e-02,6.108104205778544515e-02,6.318569880026704555e-02,6.520630536263760657e-02,6.713210272959636848e-02,6.897054816505983343e-02,7.071206466964141679e-02,7.234237324796938262e-02,7.385293648131042998e-02,7.523711332610243108e-02,7.648437104093003258e-02,7.757618857053828754e-02,7.852235438693644376e-02,7.932497484564238199e-02,7.998274386954185022e-02,8.048846381529155269e-02,8.082184134404638010e-02,8.097442450129206659e-02,8.096648174692407107e-02,8.079998270002616834e-02,8.044825230689844897e-02,7.993652140377573156e-02,7.930236122862840964e-02,7.852420985032067258e-02,7.762501656353983093e-02,7.656778021764747144e-02,7.535302564620205423e-02,7.403316027619176454e-02,7.261683738877573735e-02,7.113340663242591344e-02,6.956863022107841188e-02,6.777690909574500544e-02,6.579840872402478724e-02,6.369056121748099819e-02,6.144888735958309312e-02,5.902161705727441976e-02,5.644237132915521510e-02,5.370025108413312154e-02,5.083136054285345568e-02,4.787159701389801653e-02,4.482573719808505275e-02,4.165597255266566268e-02,3.834281847717966457e-02,3.486169931572872388e-02,3.125522617713918233e-02,2.757434496031794385e-02,2.382398306476054065e-02,2.001037229763311803e-02,1.613507289794061106e-02,1.221456527639949198e-02,8.256361039403081747e-03,4.264189300897081383e-03,2.293330881249117407e-04,-3.846103377457889619e-03,-7.946083358262452309e-03,-1.206392156725038904e-02
1.440753249054051513e-02,1.756194485418096848e-02,2.078655677824296083e-02,2.408198489369033080e-02,2.743666063411181674e-02,3.084855246255664360e-02,3.431863975015342350e-02,3.782602839238387998e-02,4.138042158649219565e-02,4.498779626072530596e-02,4.861838864883841899e-02,5.225624581910878752e-02,5.589087617054176726e-02,5.950028821718278405e-02,6.307313941377769295e-02,6.657799207690104359e-02,6.997117515036223312e-02,7.325011514915237554e-02,7.641972687976134049e-02,7.946480125729690758e-02,8.237293182648366963e-02,8.515726527341173357e-02,8.781449377907243892e-02,9.032307633146026415e-02,9.267126831921908281e-02,9.487124243520636546e-02,9.687523349153102925e-02,9.866824823587466708e-02,1.002832117301503956e-01,1.017134705548091433e-01,1.029144435966792004e-01,1.039320567760270292e-01,1.047111047567022696e-01,1.051675415799134955e-01,1.053719819574225752e-01,1.053749493944936139e-01,1.050991765498420355e-01,1.045702755270304374e-01,1.038796599000068460e-01,1.029842133789506675e-01,1.019075197422198709e-01,1.005890155187480067e-01,9.908767624567677013e-02,9.741110076998064915e-02,9.563991825527796975e-02,9.378384802265024578e-02,9.168363384237124269e-02,8.927307454499359973e-02,8.665845721930731660e-02,8.381947984267551499e-02,8.072655756563106022e-02,7.738700537687470682e-02,7.382821194507654949e-02,7.012666069828214777e-02,6.629581877952116231e-02,6.235457930474801874e-02,5.824040723456044844e-02,5.392772918381213976e-02,4.935362575776120614e-02,4.466277492969084745e-02,3.986160736220206030e-02,3.493962573536568694e-02,2.991892404023106453e-02,2.482493826160160968e-02,1.965496670415074754e-02,1.443091880620252579e-02,9.170157432718775703e-03,3.862099566234201801e-03,-1.495545714410153248e-03,-6.898655497751119033e-03,-1.235525472494986531e-02,-1.785640764645790926e-02,-2.341242755171020831e-02,-2.898954428491194030e-02,-3.456358338580931694e-02,-4.008261668192892452e-02,-4.552888610213218223e-02,-5.085724692931756219e-02,-5.604226273964195426e-02,-6.111948165659912557e-02
3.028455824859556042e-02,3.530843463530029813e-02,4.040265978159184035e-02,4.556714871517520554e-02,5.077038723405845333e-02,5.598768661267189417e-02,6.119774650363846158e-02,6.637194525393866340e-02,7.147398511338790006e-02,7.645347185914226629e-02,8.126859061243857374e-02,8.592370389286281551e-02,9.040631439785835888e-02,9.467407542099043338e-02,9.876459904185444505e-02,1.026981255072586391e-01,1.064598883899514903e-01,1.100397101109411996e-01,1.134297116285047508e-01,1.165851803833505423e-01,1.194926189091691376e-01,1.221751862627701857e-01,1.245774960824187760e-01,1.267547869993882748e-01,1.286561255005130855e-01,1.301936874276673484e-01,1.313712690731355659e-01,1.322220374295949852e-01,1.327827112980979329e-01,1.330068068672176917e-01,1.328689306798992442e-01,1.324678686894615598e-01,1.317926061375861990e-01,1.308028596208297145e-01,1.294182025668761948e-01,1.277711782945981644e-01,1.259128005438610587e-01,1.239591888970863753e-01,1.218548878255269613e-01,1.192865132429030278e-01,1.163772469640674129e-01,1.131424493763964478e-01,1.095395941050726490e-01,1.055889132809966352e-01,1.013282459086666809e-01,9.688245363364766938e-02,9.225439895710804694e-02,8.742201358354825813e-02,8.233947924557603881e-02,7.696170240663025020e-02,7.128136021964516511e-02,6.541753409035366840e-02,5.940140239829008045e-02,5.324242693586044711e-02,4.694094706926156546e-02,4.053003944489926708e-02,3.402940424862625768e-02,2.742710976085317720e-02,2.071967578360723455e-02,1.391255760754954961e-02,7.048854177076885504e-03,1.654102198803581196e-04,-6.754659143443428673e-03,-1.375194494333947630e-02,-2.080331737150623722e-02,-2.790542720649612229e-02,-3.508629532215545854e-02,-4.235093466351695646e-02,-4.966389735004196615e-02,-5.697350166558809437e-02,-6.420859875491970181e-02,-7.136399942987250999e-02,-7.835829615063807929e-02,-8.513194219688069442e-02,-9.167298000580627326e-02,-9.795923946941768878e-02,-1.039556775147023188e-01,-1.096184165815775602e-01,-1.149007537879124519e-01,-1.196880469225959642e-01
5.527405711540409744e-02,6.248426867016741715e-02,6.964689000970021582e-02,7.670184359697630738e-02,8.356203335345877004e-02,9.019254238556617675e-02,9.658219675678046678e-02,1.026802213751295961e-01,1.084973946622152519e-01,1.140910615442966985e-01,1.194570645981802987e-01,1.245915415946364374e-01,1.294889022289399672e-01,1.341147818492747223e-01,1.384896761962328415e-01,1.425999598131016399e-01,1.464405396147682725e-01,1.500157102363602613e-01,1.532438799347970171e-01,1.560210192209326441e-01,1.583452798053393007e-01,1.602578452675073872e-01,1.617330407604814502e-01,1.628139797907635355e-01,1.634578053907965733e-01,1.636717665803909816e-01,1.635244030661209547e-01,1.629313777114160811e-01,1.618388405448485390e-01,1.603940085394479909e-01,1.587185704709870304e-01,1.568894001118623094e-01,1.547913410858074434e-01,1.519775449621614538e-01,1.486812664273347295e-01,1.448799959726579933e-01,1.405220210112410051e-01,1.357118501983488046e-01,1.306035754723423870e-01,1.252380594541288306e-01,1.195810204669339738e-01,1.135767001554960770e-01,1.071421590887382813e-01,1.004117425938418073e-01,9.342778157263179062e-02,8.618838009611147488e-02,7.874533436293744415e-02,7.110213516169298920e-02,6.329844366020291602e-02,5.533190085863057273e-02,4.722622081540154421e-02,3.902557768589087761e-02,3.069897491795080952e-02,2.223116732849369365e-02,1.364257024784574883e-02,4.978911454549607950e-03,-3.716726773568026099e-03,-1.245597490174393633e-02,-2.127569342337087832e-02,-3.011406630076331539e-02,-3.904077350568684046e-02,-4.810083307462945795e-02,-5.726806194616789608e-02,-6.654150674430324430e-02,-7.587598153740710005e-02,-8.517795163083509424e-02,-9.443485774783964837e-02,-1.035337861546881816e-01,-1.124173197425597098e-01,-1.210919225647199421e-01,-1.294055029926834410e-01,-1.372894228838945352e-01,-1.447786937588713407e-01,-1.517046630202885660e-01,-1.580998753905863974e-01,-1.639025842111363485e-01,-1.690227909807534568e-01,-1.735803097516576132e-01,-1.776779380034268774e-01,-1.814961660680141364e-01
8.869069733527712440e-02,9.747609421419309306e-02,1.058695323918004000e-01,1.138551361372431292e-01,1.215052998309380378e-01,1.288454097366002749e-01,1.358847692385347361e-01,1.425810390614442036e-01,1.489364908382475594e-01,1.550302920953745278e-01,1.608545081146390832e-01,1.664774200324650177e-01,1.718020920837608212e-01,1.767329904055328360e-01,1.811760938738969928e-01,1.850861608591476415e-01,1.884434849528322242e-01,1.912598517692462585e-01,1.935706952946738557e-01,1.953689408936038485e-01,1.966205912651192433e-01,1.973499726062280801e-01,1.974205146640935493e-01,1.968828066217536144e-01,1.958579237442004961e-01,1.945611631662828300e-01,1.930379944447605800e-01,1.908613079751303454e-01,1.879966061678405020e-01,1.844894237983317475e-01,1.801941341766062077e-01,1.752392945592396722e-01,1.697961165458112542e-01,1.638822719675238071e-01,1.574761347822638269e-01,1.505488406905627075e-01,1.430358591239482280e-01,1.352163249468630313e-01,1.270913980477951510e-01,1.186746957518433898e-01,1.099734903158785804e-01,1.010469136314815913e-01,9.186644564853556350e-02,8.244284006789290298e-02,7.281300387997807766e-02,6.295977827607898702e-02,5.291811971181036023e-02,4.275166168748982531e-02,3.248891388371361738e-02,2.207892717787559439e-02,1.151670200536283536e-02,8.415910467122295026e-04,-9.886785841769106173e-03,-2.067751942946334867e-02,-3.156686887265049840e-02,-4.247061242734882780e-02,-5.346350630981912960e-02,-6.462602438777581559e-02,-7.600329249417175914e-02,-8.752391156046851473e-02,-9.909462192407569869e-02,-1.107716421513880861e-01,-1.223512024375188606e-01,-1.337653001125143626e-01,-1.450194350289366052e-01,-1.561192890117424625e-01,-1.669303545720301207e-01,-1.771674549853112512e-01,-1.865620061369087923e-01,-1.954723812486215406e-01,-2.036677072384325271e-01,-2.110285868890863781e-01,-2.176256049811978455e-01,-2.236833025137248132e-01,-2.291349654016747450e-01,-2.339869170675721866e-01,-2.385994495099115764e-01,-2.432609763031946815e-01,-2.479882308894965914e-01,-2.525382560897959650e-01
